sentence,review_title,Sentiment_Type
one best hotels ive mumbai beautiful interiors clean rooms courteous staff special mention mr paresh ambwani made stay extremely convenient thank much must visit,Loved our stay,1
sofitel time couple friend tuskers dinner hospitality tuskers quite better five star restaurants north indian cuisine thoroughly enjoyed manager mrprakash gentleman couple friend 6 months baby provided us chairs cushion make little occupied meal completed 6th month wanted celebrate forgot inform prior restaurant still mr prakash arranged birthday cake last moment quite 11 night thank,Delicious North Indian food at tuskers,1
wonderful stay mumbai sofitel hotel house keeping well mr akshay g mayur business trip still will choice mumbai sofitel hotel mumbai laundry service well always carry back time mine requirement restaurant still need change breakfast food,good house keeping,1
generally opinion food 5 star hotels devoid real character guess food safety catering diverse audience kills buzz sofitel takes food new level pondicherry jyran class possible come great cuisine bastardize recipe guys fabulous job service thats mix french chic indian warmth quite paradox actually time favourite hangout bkc,A bit of French with the desi heart,1
accor plus member free night stay hotel upgraded club room paying additional amount gave access club millesime lounge happy one hotel staff contacted ask arrival time special occasion etc hotel located close many offices consulates within walking distance check process smooth arrived hotel around 11 front office staff gave us early check highly appreciated one staff escorted us room explained various facilities room room spacious opulent club millesime lounge gave us access high tea afternoon cocktails evening,An Awesome first stay at the Sofitel BKC,1
phillipcapital hosted investor conference 2 days may 2019 overall excellent services good food courteous helpful staff every last minute request corporate guest attended fulfilled special thanks banquets sales team event well handled,Excellent services,1
great rooms staff superb breakfast last five years stayed hotel 12 times always wonderful experience rooms well laid always clean staff attentive anticipate visitors needs,Consistently high quality experience,1
family stayed sofitel mumbai vacation experience hotel right time stepped great rooms large comfortable staff lounge amazing thoughtful especially thanray harsh service staff responsive patient especially ishaan mayur sprawling bkc neighborhood gleaming buildings sign new indiawill certainly back,"Comfortable rooms, great staff",1
superb hotel excellent services special mention vedika gupta kirsten sakina took care little daughter vedika made special daughter got play dough memories cherished forever thanks sofitel bkc,Finest French Hospitality,1
excellent rooms one best weve stayed special thanks room service staff mayur ishaan raj pondicherry cafe excellent stay will definitely back specially 3 year old son already looking forward back thank much,Excellent Stayat Sofitel BKC,1
really loved particular visit favourite restaurant indian food city ongoing md ali road festival made special us gave us options choose special mention server nirav shah made experience commendable one enjoyed recommendations thank nirav team jyran making birthday memorable affair,My Bday was Made Really Special,1
lovely lunch experience pondicherry café food delicious ambience perfect service excellent desserts definitely worth trying every single one,"Lunch at Pondicherry Café, Sofitel, Mumbai",1
